Gene,Chromosome,Arm,Start,End,Gene_Length
TLE1P1,X,q,65408084,65408672,588
LAS1L,X,q,65438549,65534810,96261
AP1M2P1,X,q,65469087,65470380,1293
FRMD8P1,X,q,65550898,65552421,1523
MSN,X,q,65588377,65741931,153554
NANOGP9,X,q,65772741,65773632,891
ETF1P3,X,q,65794345,65795835,1490
CCNYL5,X,q,65821255,65822249,994
RBMXP5,X,q,65956289,65957196,907
MIR223HG,X,q,66015414,66020426,5012
MIR223,X,q,66018870,66018979,109
VSIG4,X,q,66021738,66040125,18387
ATXN7L3P1,X,q,66055587,66056587,1000
EIF4BP9,X,q,66074835,66076347,1512
HEPH,X,q,66162671,66268867,106196
MTFR1P1,X,q,66360766,66361776,1010
PKMP2,X,q,66497748,66499424,1676
EDA2R,X,q,66595637,66639298,43661
RNU6-394P,X,q,66676258,66676364,106
AR,X,q,67544021,67730619,186598
BMI1P1,X,q,67791955,67792895,940
OPHN1,X,q,67949349,68433913,484564
PGK1P1,X,q,68070520,68071767,1247
RNU6-1225P,X,q,68102068,68102132,64
AKIRIN1P2,X,q,68132868,68133437,569
YIPF6,X,q,68498562,68537282,38720
RNU6-245P,X,q,68539443,68539549,106
RPL31P63,X,q,68600099,68600473,374
COX6CP12,X,q,68645326,68645527,201
STARD8,X,q,68647666,68725842,78176
ACTR3P2,X,q,68771322,68772578,1256
SERBP1P1,X,q,68783472,68785066,1594
EFNB1,X,q,68829021,68842160,13139
PJA1,X,q,69160851,69165521,4670
HMGN1P35,X,q,69174124,69174717,593
LINC00269,X,q,69179557,69209924,30367
CYCSP43,X,q,69485343,69485652,309
NALF2,X,q,69504326,69532508,28182
EDA,X,q,69616067,70039472,423405
CNOT7P1,X,q,69937166,69938017,851
MIR676,X,q,70022857,70022923,66
AWAT2,X,q,70040542,70049938,9396
OTUD6A,X,q,70062457,70064179,1722
MTCYBP31,X,q,70120353,70121474,1121
MTND4P31,X,q,70124972,70129071,4099
IGBP1,X,q,70133447,70166324,32877
IGBP1-AS2,X,q,70148582,70149654,1072
IGBP1-AS1,X,q,70163842,70165206,1364
DGAT2L6,X,q,70177483,70205704,28221
RN7SL581P,X,q,70222006,70222314,308
AWAT1,X,q,70234655,70240659,6004
RNA5SP507,X,q,70253042,70253162,120
P2RY4,X,q,70258166,70260204,2038
ARR3,X,q,70268305,70281840,13535
PDZD11,X,q,70281118,70290514,9396
RAB41,X,q,70282093,70285002,2909
KIF4A,X,q,70290104,70420886,130782
TRAPPC2LP1,X,q,70361486,70362374,888
RNY4P23,X,q,70396279,70396375,96
GDPD2,X,q,70423031,70433390,10359
DLG3,X,q,70444835,70505490,60655
RNU4-81P,X,q,70450879,70451022,143
DLG3-AS1,X,q,70452958,70455994,3036
TEX11,X,q,70528940,70908711,379771
SNORD3E,X,q,70846080,70846295,215
WASHC3P1,X,q,70857163,70857502,339
SLC7A3,X,q,70925579,70931125,5546
RPS23P8,X,q,70962964,70963293,329
NUTF2P7,X,q,71016531,71016905,374
RNU1-56P,X,q,71020275,71020438,163
SOCS5P4,X,q,71043214,71045470,2256
SNX12,X,q,71056332,71073426,17094
FOXO4,X,q,71095851,71103532,7681
CXorf65,X,q,71103889,71106788,2899
IL2RG,X,q,71107404,71112108,4704
MED12,X,q,71118543,71144103,25560
NLGN3,X,q,71144821,71175255,30434
GJB1,X,q,71212811,71225516,12705
ZMYM3,X,q,71239624,71255146,15522
NONO,X,q,71254814,71301522,46708
ITGB1BP2,X,q,71301750,71305371,3621
ZCRB1P1,X,q,71314912,71315879,967
RHOG2P,X,q,71352418,71352988,570
TAF1,X,q,71366222,71532374,166152
PABPN1P1,X,q,71420083,71420514,431
INGX,X,q,71491682,71492928,1246
SOCS6P1,X,q,71527814,71530225,2411
OGT,X,q,71533087,71575892,42805
GCNA,X,q,71578437,71613583,35146
CXCR3,X,q,71615916,71618511,2595
LINC00891,X,q,71697196,71706455,9259
CXorf49,X,q,71714371,71718285,3914
CXorf49B,X,q,71763349,71767204,3855
NHSL2,X,q,71910845,72161750,250905
RNU6-1078P,X,q,71965972,71966074,102
RPS26P11,X,q,72044545,72044892,347
RTL5,X,q,72127110,72131915,4805
TPT1P15,X,q,72159845,72160346,501
PIN4,X,q,72181353,72302926,121573
RN7SL388P,X,q,72198712,72199050,338
ERCC6L,X,q,72204657,72239027,34370
RPS4X,X,q,72255679,72277248,21569
CITED1,X,q,72301638,72307187,5549
HDAC8,X,q,72329516,72573101,243585
RNU2-68P,X,q,72376979,72377169,190
PHKA1,X,q,72578814,72714319,135505
MATR3P1,X,q,72660470,72660719,249
PHKA1-AS1,X,q,72688950,72712348,23398
CAPZA1P3,X,q,72727977,72728821,844
RNU1-112P,X,q,72740706,72740869,163
DMRTC1B,X,q,72776890,72848803,71913
FAM226B,X,q,72777608,72779097,1489
FAM236B,X,q,72781865,72782660,795
FAM236D,X,q,72807425,72808210,785
DMRTC1,X,q,72872025,72943837,71812
FAM236C,X,q,72912615,72913401,786
FAM236A,X,q,72938163,72938958,795
PABPC1L2B-AS1,X,q,72998388,73002856,4468
PABPC1L2B,X,q,73002939,73006106,3167
PABPC1L2A,X,q,73077276,73079512,2236
NAP1L6P,X,q,73126037,73128080,2043
NAP1L2,X,q,73212299,73214851,2552
TOMM20P4,X,q,73223124,73223558,434
LRRFIP2P1,X,q,73237647,73238709,1062
YWHAZP8,X,q,73274785,73275515,730
RNU6-1044P,X,q,73397531,73397637,106
CDX4,X,q,73447053,73455171,8118
MORF4L1P6,X,q,73474563,73474830,267
MAP2K4P1,X,q,73524275,73563085,38810
RPL7P53,X,q,73535503,73536241,738
CHIC1,X,q,73563197,73687111,123914
SEPHS1P4,X,q,73769248,73770423,1175
TSIX,X,q,73792205,73829231,37026
XIST,X,q,73820649,73852723,32074
FXYD6P3,X,q,73875068,73875635,567
FTX,X,q,73940435,74293574,353139
JPX,X,q,73944182,74070408,126226
RPSAP14,X,q,74031462,74031820,358
SHISA5P2,X,q,74066083,74066592,509
AARSD1P1,X,q,74069276,74070832,1556
UHRF2P1,X,q,74105572,74107958,2386
DDX3P1,X,q,74121012,74131923,10911
DDX3P2,X,q,74133004,74133114,110
MKRN5P,X,q,74161062,74162528,1466
ATP5MKP1,X,q,74173890,74174066,176
BMP2KL,X,q,74185929,74187153,1224
RAB11FIP1P1,X,q,74202834,74204595,1761
MIR421,X,q,74218377,74218461,84
MIR374B,X,q,74218547,74218618,71
MIR374C,X,q,74218549,74218618,69
RN7SL648P,X,q,74242608,74242908,300
MIR545,X,q,74287104,74287209,105
MIR374A,X,q,74287286,74287357,71
ZCCHC13,X,q,74304180,74305034,854
RPS6P26,X,q,74376125,74376885,760
RN7SL790P,X,q,74390692,74390989,297
THAP12P1,X,q,74396871,74399550,2679
RPS7P14,X,q,74409518,74410100,582
SLC16A2,X,q,74421493,74533917,112424
HNRNPA1P25,X,q,74473017,74473953,936
RLIM,X,q,74582976,74614624,31648
PABPC1P3,X,q,74583088,74583546,458
RNU6-330P,X,q,74680053,74680159,106
NEXMIF,X,q,74732856,74925472,192616
ABCB7,X,q,75051048,75156732,105684
UPRT,X,q,75156388,75304885,148497
BUD31P2,X,q,75201491,75201790,299
RNU6-562P,X,q,75202703,75202809,106
TERF1P7,X,q,75326772,75327999,1227
ZDHHC15,X,q,75368427,75523502,155075
RPL21P134,X,q,75384346,75384828,482
PCNPP4,X,q,75537547,75538702,1155
BRAFP1,X,q,75582676,75585506,2830
TTC3P1,X,q,75740831,75746911,6080
MAGEE2,X,q,75782987,75785254,2267
SAR1AP4,X,q,75884546,75885136,590
FOXN3P2,X,q,75888700,75888888,188
ARL5AP5,X,q,76029895,76030330,435
PBDC1,X,q,76173040,76178314,5274
MMADHCP1,X,q,76222637,76223097,460
RNU6-867P,X,q,76244968,76245074,106
LDHBP2,X,q,76334841,76335845,1004
MAGEE1,X,q,76427710,76431342,3632
RNA5SP508,X,q,76655009,76655127,118
TRAPPC13P1,X,q,76655498,76656559,1061
MIR325HG,X,q,76656866,77014532,357666
MIR384,X,q,76919273,76919360,87
MIR325,X,q,77005404,77005501,97
RNA5SP509,X,q,77066709,77066827,118
SPRYD7P1,X,q,77374212,77381319,7107
FGF16,X,q,77447389,77457278,9889
ATRX,X,q,77504880,77786233,281353
FABP5P15,X,q,77727867,77728080,213
MAGT1,X,q,77825747,77899271,73524
RNU6-854P,X,q,77837289,77837395,106
RN7SL460P,X,q,77885377,77885634,257
COX7B,X,q,77899440,77907376,7936
C4orf46P2,X,q,77910682,77966295,55613
ATP7A,X,q,77910690,78050395,139705
PGK1,X,q,77910739,78129295,218556
PGAM4,X,q,77967949,77969638,1689
TAF9B,X,q,78129748,78139650,9902
FNDC3CP,X,q,78165696,78172422,6726
CYSLTR1,X,q,78271468,78327691,56223
HMGN1P34,X,q,78519593,78520186,593
UBE2V1P7,X,q,78554412,78554751,339
RTL3,X,q,78656068,78659328,3260
PPATP2,X,q,78699384,78699891,507
LPAR4,X,q,78747709,78758714,11005
RPL7P54,X,q,78763226,78763899,673
MIR4328,X,q,78901194,78901249,55
P2RY10,X,q,78945332,78963727,18395
P2RY10BP,X,q,79084936,79085848,912
GPR174,X,q,79144688,79175318,30630
CTHRC1P1,X,q,79177200,79177668,468
KIF4CP,X,q,79323446,79325217,1771
ITM2A,X,q,79360384,79367667,7283
CORO1CP1,X,q,79369364,79370165,801
TBX22,X,q,80014753,80031774,17021
CHMP1B2P,X,q,80228489,80335364,106875
TENT5D,X,q,80335504,80445311,109807
HNRNPH3P1,X,q,80529037,80530027,990
WBP11P3,X,q,80560146,80562054,1908
HK2P1,X,q,80571871,80574607,2736
BRWD3,X,q,80669503,80809877,140374
PSMA1P1,X,q,80709928,80710705,777
RNU6-493P,X,q,80900757,80900864,107
VDAC1P1,X,q,80929500,80930347,847
RNU6-995P,X,q,80936434,80936540,106
HMGN5,X,q,81113699,81201913,88214
SH3BGRL,X,q,81202102,81298547,96445
PDK1P2,X,q,81600072,81601306,1234
RNU6-974P,X,q,82001220,82001327,107
EIF3JP1,X,q,82497669,82497924,255
RPL22P22,X,q,82506434,82506812,378
EIF3MP1,X,q,82875649,82875885,236
ATG4AP1,X,q,82998699,82999236,537
POU3F4,X,q,83508290,83512127,3837
POMPP1,X,q,83559896,83560312,416
TERF1P4,X,q,83748825,83749939,1114
CYLC1,X,q,83861126,83886699,25573
RPS6KA6,X,q,84058346,84206356,148010
MIR548I4,X,q,84225752,84225828,76
HDX,X,q,84317874,84502479,184605
SETP4,X,q,84755136,84756003,867
UBE2DNL,X,q,84934113,84934895,782
APOOL,X,q,85003877,85093315,89438
SATL1,X,q,85092284,85243911,151627
ZNF711,X,q,85243991,85273362,29371
POF1B,X,q,85277396,85379717,102321
MIR1321,X,q,85835780,85835858,78
SFR1P2,X,q,85849410,85850139,729
CHM,X,q,85861180,86047561,186381
MIR361,X,q,85903636,85903707,71
NDUFA5P7,X,q,86066227,86066468,241
STIP1P3,X,q,86084716,86086339,1623
TPMTP4,X,q,86128893,86129570,677
DACH2,X,q,86148451,86832604,684153
EEF1A1P29,X,q,86160264,86161359,1095
GEMIN8P3,X,q,86304367,86305086,719
FCF1P9,X,q,86481532,86481813,281
COPS8P1,X,q,86798598,86799226,628
KLHL4,X,q,87517409,87670050,152641
RPSAP15,X,q,87703343,87704203,860
RPL34P36,X,q,87806433,87806769,336
MRPS22P1,X,q,87807549,87809883,2334
TMEM184CP1,X,q,88061590,88062844,1254
CAPZA1P1,X,q,88096393,88097225,832
CPXCR1,X,q,88747225,88754785,7560
SRIP2,X,q,89367435,89367600,165
TGIF2LX,X,q,89921908,89922883,975
STAU2P1,X,q,90039213,90039834,621
USP12PX,X,q,90112650,90113706,1056
RNF19BPX,X,q,90209796,90210420,624
UBE2V1P9,X,q,90289536,90289903,367
RNU6-555P,X,q,90597235,90597340,105
PABPC5-AS1,X,q,91414878,91434999,20121
PABPC5,X,q,91434595,91438584,3989
SERBP1P4,X,q,91560436,91561597,1161
PCDH11X,X,q,91779261,92623230,843969
RNU2-26P,X,q,91798093,91798283,190
VDAC1P3,X,q,91982655,91983505,850
EIF4A1P10,X,q,92113246,92114461,1215
KRT18P11,X,q,92459670,92460952,1282
SNX3P1X,X,q,92515323,92515497,174
RPL26P36,X,q,92676519,92676954,435
TUSC2P2,X,q,92770855,92772091,1236
DLGAP5P2,X,q,93042490,93042942,452
AP2B1P1,X,q,93222220,93225015,2795
ST13P18,X,q,93287733,93288759,1026
NT5DC1P1,X,q,93388075,93389497,1422
RPL7P55,X,q,93573834,93574579,745
NAP1L3,X,q,93670930,93673578,2648
FAM133A,X,q,93674013,93712274,38261
USP37P1,X,q,93776911,93777384,473
RNU6-332P,X,q,94003815,94003922,107
TUBB4BP8,X,q,94319038,94320025,987
PAICSP7,X,q,94636663,94639570,2907
CCNB1IP1P3,X,q,94776739,94777567,828
MIR548M,X,q,95063141,95063226,85
CALM1P1,X,q,95499604,95500036,432
RNA5SP510,X,q,95582064,95582162,98
GTF3C6P1,X,q,95584303,95584942,639
HNRNPDLP3,X,q,95610578,95610957,379
HNRNPDLP1,X,q,95638375,95638924,549
RPS7P13,X,q,95679130,95679627,497
KAT7P1,X,q,95973328,95974315,987
RN7SL379P,X,q,96023360,96023652,292
RPS29P28,X,q,96195477,96195617,140
BRDTP1,X,q,96337236,96337912,676
RN7SKP194,X,q,96410432,96410782,350
SKP2P1,X,q,96620654,96621903,1249
DIAPH2,X,q,96684712,97604997,920285
RPA4,X,q,96883908,96885467,1559
NDUFB5P2,X,q,96953630,96954195,565
RN7SL74P,X,q,97341046,97341344,298
DIAPH2-AS1,X,q,97431286,97642589,211303
NCKAP1P1,X,q,97906644,97908090,1446
KPNB1P1,X,q,97975878,97978641,2763
RPL6P29,X,q,98251679,98252543,864
EEF1A1P15,X,q,98389512,98390919,1407
HMGB1P32,X,q,98422138,98422809,671
TEX101P1,X,q,99656997,99657381,384
XRCC6P5,X,q,99719364,99721158,1794
B3GNT2P1,X,q,99886740,99887691,951
CTDSPL2P1,X,q,100149783,100151340,1557
RPSAP8,X,q,100155885,100156773,888
PCDH19,X,q,100291644,100410273,118629
TNMD,X,q,100584936,100599885,14949
TSPAN6,X,q,100627108,100639991,12883
SRPX2,X,q,100644195,100675788,31593
SYTL4,X,q,100671783,100732123,60340
PPIAP89,X,q,100800303,100800784,481
RAD21P1,X,q,100801188,100803060,1872
CSTF2,X,q,100820391,100841520,21129
NOX1,X,q,100843324,100874359,31035
HNRNPA1P26,X,q,100855288,100856379,1091
HNRNPA1P27,X,q,100887636,100888590,954
NSA2P3,X,q,100910712,100911489,777
XKRX,X,q,100913445,100929433,15988
CSGALNACT2P1,X,q,100956593,100957538,945
ARL13A,X,q,100969708,100990831,21123
TRMT2B,X,q,101009346,101052116,42770
TRMT2B-AS1,X,q,101043564,101094476,50912
TMEM35A,X,q,101078879,101096367,17488
CENPI,X,q,101098188,101166126,67938
YWHAQP8,X,q,101191115,101191409,294
DRP2,X,q,101219769,101264502,44733
TAF7L,X,q,101268253,101293057,24804
RNU6-934P,X,q,101325404,101325510,106
NANOGNBP3,X,q,101337725,101338289,564
RPL21P132,X,q,101339917,101340934,1017
TIMM8A,X,q,101345661,101348742,3081
BTK,X,q,101349338,101390796,41458
RPL36A,X,q,101390824,101396155,5331
RPL36A-HNRNPH2,X,q,101391011,101412297,21286
GLA,X,q,101393273,101408012,14739
HNRNPH2,X,q,101408222,101414133,5911
ARMCX4,X,q,101418287,101533459,115172
PPIAP90,X,q,101443707,101444103,396
PRKCIP1,X,q,101537485,101539276,1791
ARMCX1,X,q,101550547,101554700,4153
ARMCX7P,X,q,101597510,101598071,561
ARMCX6,X,q,101615118,101618001,2883
ARMCX3,X,q,101622797,101627843,5046
ARMCX3-AS1,X,q,101622983,101624164,1181
RNU6-30P,X,q,101634006,101634112,106
ARMCX2,X,q,101655281,101659850,4569
RNU6-587P,X,q,101691580,101691685,105
GK4P,X,q,101778969,101780538,1569
NXF5,X,q,101832537,101843278,10741
ZMAT1,X,q,101882288,101932031,49743
RNU6-345P,X,q,101915589,101915695,106
H2BP8,X,q,101989481,101989872,391
C3orf49P1,X,q,102006883,102007294,411
MTND6P13,X,q,102008524,102009046,522
TCEAL2,X,q,102125679,102140426,14747
TCEAL6,X,q,102140476,102142970,2494
BEX5,X,q,102153708,102155977,2269
TCP11X3P,X,q,102173100,102185021,11921
TCP11X1,X,q,102215298,102229532,14234
NXF2,X,q,102247167,102326722,79555
NXF2B,X,q,102360395,102440008,79613
TCP11X2,X,q,102456862,102471842,14980
TMSB15A,X,q,102513682,102516739,3057
FOXN3P1,X,q,102546734,102548213,1479
NXF4,X,q,102561935,102571465,9530
ARMCX5,X,q,102599168,102604159,4991
ARMCX5-GPRASP2,X,q,102599512,102714671,115159
H3P45,X,q,102615473,102615820,347
GPRASP1,X,q,102651092,102659083,7991
RNU6-589P,X,q,102678707,102678813,106
BEND7P1,X,q,102705784,102706240,456
GPRASP2,X,q,102712445,102717733,5288
GPRASP3,X,q,102720688,102753540,32852
LINC00630,X,q,102769158,102885406,116248
MTND1P32,X,q,102785667,102786604,937
MTND2P2,X,q,102786813,102788387,1574
MTCO1P19,X,q,102796251,102797093,842
MTCO2P19,X,q,102797531,102798128,597
MTATP6P19,X,q,102798396,102799560,1164
MTCO3P19,X,q,102799563,102799883,320
MTND4P32,X,q,102799942,102801399,1457
MTND5P26,X,q,102803041,102806138,3097
MTND6P32,X,q,102806164,102806646,482
MTCYBP32,X,q,102806741,102807824,1083
RAB40AL,X,q,102937272,102938300,1028
NUDT19P2,X,q,103007461,103008072,611
BEX1,X,q,103062651,103064171,1520
NXF3,X,q,103075810,103093143,17333
RPSAP59,X,q,103206010,103206899,889
BEX4,X,q,103215108,103217246,2138
TCEAL8,X,q,103252995,103255192,2197
TCEAL5,X,q,103273691,103276750,3059
BEX2,X,q,103309346,103311007,1661
TCEAL7,X,q,103330229,103332326,2097
TCEAL9,X,q,103356489,103358462,1973
BEX3,X,q,103376395,103378164,1769
RAB40A,X,q,103499130,103519489,20359
TCEAL4,X,q,103576231,103587729,11498
TCEAL3,X,q,103607451,103629690,22239
TCEAL3-AS1,X,q,103626076,103626492,416
TCEAL1,X,q,103628704,103630953,2249
CNEP1R1P1,X,q,103651735,103652106,371
MORF4L2,X,q,103675496,103688158,12662
MORF4L2-AS1,X,q,103687284,103691772,4488
GLRA4,X,q,103702210,103728655,26445
TMEM31,X,q,103710909,103714032,3123
PLP1,X,q,103773718,103792619,18901
RAB9B,X,q,103822327,103832257,9930
TMSB15B-AS1,X,q,103845151,103919548,74397
RNA5SP511,X,q,103850797,103850911,114
H2BP9,X,q,103904322,103904754,432
ELF2P1,X,q,103910305,103911352,1047
TMSB15B,X,q,103918896,103966712,47816
SLC25A53P1,X,q,103928099,103929017,918
DPPA3P1,X,q,103961811,103962279,468
H2BW1,X,q,104011147,104013708,2561
H2BW2,X,q,104039956,104042454,2498
H2BW3P,X,q,104062101,104062988,887
SLC25A53,X,q,104099214,104157009,57795
ZCCHC18,X,q,104112131,104115842,3711
FAM199X,X,q,104166453,104195902,29449
ESX1,X,q,104250038,104254933,4895
IL1RAPL2,X,q,104566199,105767829,1201630
PHB1P10,X,q,104647216,104647999,783
RPL18AP14,X,q,104803915,104804440,525
TEX13A,X,q,105218929,105220694,1765
KCTD9P2,X,q,105405647,105407039,1392
RNU6-207P,X,q,105676071,105676177,106
NRK,X,q,105822539,105958610,136071
SERPINA7,X,q,106032435,106038727,6292
CTDSPL2P2,X,q,106070481,106073202,2721
PWWP3B,X,q,106168305,106208956,40651
CSGALNACT2P2,X,q,106327534,106327824,290
NAP1L4P2,X,q,106466542,106467440,898
SERPINA7P1,X,q,106562774,106563404,630
RADX,X,q,106611930,106679439,67509
MIR548AN,X,q,106639814,106639896,82
RNF128,X,q,106693794,106797016,103222
TBC1D8B,X,q,106802673,106876150,73477
MORC4,X,q,106813871,107000212,186341
RIPPLY1,X,q,106900063,106903341,3278
CLDN2,X,q,106900164,106930861,30697
EEF1A1P40,X,q,107032248,107032820,572
RBM41,X,q,107061885,107118823,56938
NUP62CL,X,q,107123427,107206433,83006
GTF3C6P2,X,q,107131659,107132269,610
DNAAF6,X,q,107206611,107244247,37636
MYCLP1,X,q,107272582,107273656,1074
DNAJA1P3,X,q,107351650,107352843,1193
KRT18P49,X,q,107428630,107429461,831
FRMPD3,X,q,107449652,107605255,155603
FRMPD3-AS1,X,q,107512983,107545821,32838
PRPS1,X,q,107628428,107651993,23565
TSC22D3,X,q,107713221,107777342,64121
NCBP2L,X,q,107774899,107795829,20930
MID2,X,q,107825755,107931637,105882
TMEM230P1,X,q,107939263,107939642,379
NLRP3P1,X,q,107974078,107985008,10930
TEX13B,X,q,107980864,107982370,1506
VSIG1,X,q,108044970,108079184,34214
PSMD10,X,q,108084207,108091549,7342
ATG4A,X,q,108091668,108154671,63003
COL4A6,X,q,108155607,108439497,283890
COL4A5,X,q,108439838,108697545,257707
IRS4,X,q,108719946,108736563,16617
IRS4-AS1,X,q,108736011,108739223,3212
RNU6-309P,X,q,108826764,108826869,105
GAPDHP77,X,q,109341813,109342697,884
GUCY2F,X,q,109372906,109482086,109180
NXT2,X,q,109535781,109544698,8917
MFN1P1,X,q,109568478,109570289,1811
KCNE5,X,q,109623700,109625172,1472
ACSL4,X,q,109624244,109733403,109159
RPS5P7,X,q,109853312,109853919,607
TMEM164,X,q,110002631,110182734,180103
MIR652,X,q,110055329,110055426,97
MIR3978,X,q,110082118,110082218,100
AMMECR1,X,q,110194186,110440318,246132
SNORD96B,X,q,110224985,110225063,78
AMMECR1-IT1,X,q,110305420,110307221,1801
GNG5B,X,q,110346103,110440372,94269
RTL9,X,q,110358848,110456334,97486
TDGF1P3,X,q,110520896,110523021,2125
M6PRP1,X,q,110636841,110637672,831
CHRDL1,X,q,110673856,110795819,121963
PAK3,X,q,110944285,111227361,283076
FCF1P4,X,q,111169221,111169403,182
GLUD1P9,X,q,111229889,111231061,1172
CAPN6,X,q,111245099,111270483,25384
DCX,X,q,111293779,111412429,118650
RNU6-496P,X,q,111421510,111421608,98
HMGB1P12,X,q,111434427,111435024,597
SERTM2,X,q,111511645,111522399,10754
EIF4BP7,X,q,111619677,111621489,1812
RPL18AP15,X,q,111624210,111624726,516
ALG13,X,q,111665811,111760649,94838
RNA5SP512,X,q,111669829,111669948,119
ALG13-AS1,X,q,111706649,111711101,4452
TRPC5,X,q,111768011,112082776,314765
TRPC5OS,X,q,111876051,111903990,27939
RTL4,X,q,112083016,112457514,374498
DPRXP7,X,q,112319952,112320417,465
CCDC121P1,X,q,112381392,112382220,828
LHFPL1,X,q,112630648,112680054,49406
HMGB3P30,X,q,112689915,112690520,605
AMOT,X,q,112774503,112840831,66328
MIR4329,X,q,112780718,112780788,70
RN7SL266P,X,q,112855874,112856162,288
RNU6-1015P,X,q,112919132,112919230,98
PPIHP2,X,q,113522482,113522989,507
XACT,X,q,113616300,114059289,442989
QTRT1P1,X,q,113882590,113883667,1077
RNU1-57P,X,q,113949917,113950082,165
RN7SL93P,X,q,113976341,113976633,292
TNPO3P1,X,q,114389135,114389954,819
SSU72P1,X,q,114390674,114391256,582
HTR2C,X,q,114584078,114910061,325983
RPL36AP53,X,q,114589620,114589935,315
SNORA35,X,q,114630797,114630924,127
MIR764,X,q,114639435,114639519,84
MIR1912,X,q,114651544,114651623,79
MIR1264,X,q,114652655,114652723,68
MIR1298,X,q,114715233,114715344,111
MIR1911,X,q,114763184,114763263,79
HSPA8P7,X,q,114774828,114776775,1947
MIR448,X,q,114823454,114823564,110
IL13RA2,X,q,115003975,115019977,16002
RNU6-648P,X,q,115032427,115032533,106
YAP1P2,X,q,115069237,115069846,609
LRCH2,X,q,115110616,115234096,123480
SNORA35B,X,q,115126316,115126444,128
RBMXL3,X,q,115189410,115192868,3458
RPL36P18,X,q,115198432,115198749,317
LUZP4,X,q,115289715,115307563,17848
TUBAP6,X,q,115424064,115425600,1536
PLS3-AS1,X,q,115518182,115562731,44549
PLS3,X,q,115561174,115650861,89687
PHF5FP,X,q,115659713,115660022,309
ASS1P5,X,q,115664895,115666133,1238
DANT2,X,q,115694880,115969148,274268
EEF1GP5,X,q,115702811,115704120,1309
SUMO2P21,X,q,115718942,115719229,287
DANT1,X,q,115840899,115908066,67167
RN7SL712P,X,q,115992466,115992773,307
AKR1B1P8,X,q,116043483,116044418,935
API5P1,X,q,116106921,116108430,1509
AGTR2,X,q,116170744,116174974,4230
RNU6-154P,X,q,116400848,116400953,105
SLC6A14,X,q,116436606,116461458,24852
CT83,X,q,116461686,116462976,1290
SLC6A14P1,X,q,116669810,116680303,10493
SLC6A14P2,X,q,116688870,116690185,1315
PRPF4BP1,X,q,116748530,116748877,347
RNU6-1323P,X,q,116850839,116850945,106
SETP8,X,q,116963049,116963676,627
TCERG1P1,X,q,117399452,117400081,629
KLHL13,X,q,117897813,118117340,219527
TUBB4BP3,X,q,118128748,118129018,270
RPL12P43,X,q,118146063,118146561,498
WDR44,X,q,118346073,118449961,103888
MIR1277,X,q,118386394,118386471,77
DOCK11,X,q,118495815,118686163,190348
RBBP8P1,X,q,118632375,118634218,1843
IL13RA1,X,q,118727133,118794535,67402
TMEM30BP1,X,q,118769796,118770857,1061
ZCCHC12,X,q,118823824,118826968,3144
LINC01285,X,q,118839539,118919669,80130
AKR7A2P2,X,q,118877886,118879185,1299
COBLP1,X,q,118938153,118939134,981
LONRF3,X,q,118974614,119018355,43741
KIAA1210,X,q,119078635,119150579,71944
ARL5AP1,X,q,119186442,119186829,387
HNRNPA1P28,X,q,119220782,119221742,960
NUDT19P6,X,q,119222564,119223245,681
PGRMC1,X,q,119236245,119244466,8221
AKAP17BP,X,q,119249346,119257667,8321
MRPS17P9,X,q,119379712,119380104,392
SLC25A43,X,q,119399336,119454478,55142
RNU1-67P,X,q,119423742,119423905,163
RN7SL118P,X,q,119434519,119434820,301
RNY3P16,X,q,119456558,119456658,100
SLC25A5-AS1,X,q,119465986,119469128,3142
SLC25A5,X,q,119468422,119471396,2974
UBE2A,X,q,119474802,119591083,116281
STEEP1,X,q,119538149,119565409,27260
NKRF,X,q,119588337,119606443,18106
SEPTIN6,X,q,119615724,119693370,77646
MIR766,X,q,119646738,119646848,110
SOWAHD,X,q,119758588,119760202,1614
RPL39,X,q,119786504,119791630,5126
SNORA69,X,q,119787353,119787484,131
UPF3B,X,q,119834022,119852998,18976
RNF113A,X,q,119870475,119871733,1258
NDUFA1,X,q,119871832,119876662,4830
AKAP14,X,q,119895837,119920716,24879
NKAP,X,q,119920672,119943751,23079
RHOXF1P3,X,q,119942834,119992838,50004
RHOXF1P2,X,q,119999454,120000088,634
RHOXF1P1,X,q,120014802,120015407,605
RHOXF1-AS1,X,q,120036236,120146855,110619
RHOXF2B,X,q,120072264,120077690,5426
RHOXF1,X,q,120109051,120245267,136216
RHOXF2,X,q,120158613,120165630,7017
NKAPP1,X,q,120178488,120245284,66796
SFR1P1,X,q,120202061,120202748,687
EEF1A1P30,X,q,120210461,120212680,2219
ZBTB33,X,q,120250752,120258398,7646
TMEM255A,X,q,120258650,120311556,52906
